first_name,last_name,committee,subcommittee
David,McCormick,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
David,McCormick,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
David,McCormick,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
David,McCormick,Joint Economic Committee,
David,McCormick,Special Committee on Aging,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,Subcommittee on Energy and Water Development
Jeff,Merkley,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Jeff,Merkley,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Jeff,Merkley,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Jeff,Merkley,Committee on Rules and Administration,
Jeff,Merkley,Committee on the Budget,
Jeff,Merkley,Joint Committee on Printing,
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Ashley,Moody,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Ashley,Moody,Committee on the Judiciary,Subcommittee on Intellectual Property
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Ashley,Moody,Joint Economic Committee,
Ashley,Moody,Special Committee on Aging,
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jerry,Moran,Committee on Appropriations,Subcommittee on Department of Defense
Jerry,Moran,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jerry,Moran,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Jerry,Moran,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Jerry,Moran,Committee on Indian Affairs,
Jerry,Moran,Committee on Veterans' Affairs,
Jerry,Moran,Select Committee on Intelligence,
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Bernie,Moreno,Committee on the Budget,
Bernie,Moreno,United States Senate Caucus on International Narcotics Control,
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Financial Services and General Government
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Legislative Branch
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Markwayne,Mullin,Committee on Armed Services,Subcommittee on Airland
Markwayne,Mullin,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Markwayne,Mullin,Committee on Armed Services,Subcommittee on Seapower
Markwayne,Mullin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Markwayne,Mullin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Markwayne,Mullin,Committee on Indian Affairs,
Lisa,Murkowski,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Lisa,Murkowski,Committee on Appropriations,Subcommittee on Department of Defense
Lisa,Murkowski,Committee on Appropriations,Subcommittee on Department of Homeland Security
Lisa,Murkowski,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Lisa,Murkowski,Committee on Appropriations,Subcommittee on Energy and Water Development
Lisa,Murkowski,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Lisa,Murkowski,Committee on Energy and Natural Resources,Subcommittee on National Parks
Lisa,Murkowski,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Lisa,Murkowski,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Lisa,Murkowski,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Lisa,Murkowski,Committee on Indian Affairs,
Christopher,Murphy,Committee on Appropriations,Subcommittee on Department of Defense
Christopher,Murphy,Committee on Appropriations,Subcommittee on Department of Homeland Security
Christopher,Murphy,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Christopher,Murphy,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Christopher,Murphy,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Christopher,Murphy,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Christopher,Murphy,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Christopher,Murphy,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Christopher,Murphy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Christopher,Murphy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Patty,Murray,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Patty,Murray,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Patty,Murray,Committee on Appropriations,Subcommittee on Department of Defense
Patty,Murray,Committee on Appropriations,Subcommittee on Department of Homeland Security
Patty,Murray,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Patty,Murray,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Patty,Murray,Committee on Appropriations,Subcommittee on Energy and Water Development
Patty,Murray,Committee on Appropriations,Subcommittee on Financial Services and General Government
Patty,Murray,Committee on Appropriations,Subcommittee on Legislative Branch
Patty,Murray,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Patty,Murray,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Patty,Murray,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Patty,Murray,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Patty,Murray,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Patty,Murray,Committee on the Budget,
Patty,Murray,Committee on Veterans' Affairs,
Jon,Ossoff,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jon,Ossoff,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Jon,Ossoff,Committee on Appropriations,Subcommittee on Energy and Water Development
Jon,Ossoff,Committee on Appropriations,Subcommittee on Legislative Branch
Jon,Ossoff,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Jon,Ossoff,Committee on Rules and Administration,
Jon,Ossoff,Select Committee on Intelligence,
Alex,Padilla,Committee on Energy and Natural Resources,Subcommittee on Energy
Alex,Padilla,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Alex,Padilla,Committee on Energy and Natural Resources,Subcommittee on Water and Power
Alex,Padilla,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Alex,Padilla,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Alex,Padilla,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Alex,Padilla,Committee on Rules and Administration,
Alex,Padilla,Committee on the Budget,
Alex,Padilla,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Alex,Padilla,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Alex,Padilla,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Alex,Padilla,Committee on the Judiciary,Subcommittee on the Constitution
Alex,Padilla,Joint Committee of Congress on the Library,
Alex,Padilla,Joint Committee on Printing,
Rand,Paul,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Rand,Paul,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Rand,Paul,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Rand,Paul,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Rand,Paul,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Rand,Paul,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Rand,Paul,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Rand,Paul,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Rand,Paul,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Rand,Paul,Committee on Small Business and Entrepreneurship,
Gary,Peters,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Gary,Peters,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Gary,Peters,Committee on Appropriations,Subcommittee on Department of Homeland Security
Gary,Peters,Committee on Appropriations,Subcommittee on Energy and Water Development
Gary,Peters,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Gary,Peters,Committee on Armed Services,Subcommittee on Airland
Gary,Peters,Committee on Armed Services,Subcommittee on Cybersecurity
Gary,Peters,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Gary,Peters,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Gary,Peters,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Gary,Peters,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Gary,Peters,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Gary,Peters,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Gary,Peters,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Gary,Peters,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Jack,Reed,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jack,Reed,Committee on Appropriations,Subcommittee on Department of Defense
Jack,Reed,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jack,Reed,Committee on Appropriations,Subcommittee on Financial Services and General Government
Jack,Reed,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Jack,Reed,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Jack,Reed,Committee on Armed Services,Subcommittee on Airland
Jack,Reed,Committee on Armed Services,Subcommittee on Cybersecurity
Jack,Reed,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Jack,Reed,Committee on Armed Services,Subcommittee on Personnel
Jack,Reed,Committee on Armed Services,Subcommittee on Readiness and Management Support
Jack,Reed,Committee on Armed Services,Subcommittee on Seapower
Jack,Reed,Committee on Armed Services,Subcommittee on Strategic Forces
Jack,Reed,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy
Jack,Reed,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Jack,Reed,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Jack,Reed,Select Committee on Intelligence,
Pete,Ricketts,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy
Pete,Ricketts,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Pete,Ricketts,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance
Pete,Ricketts,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Pete,Ricketts,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Pete,Ricketts,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Pete,Ricketts,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Pete,Ricketts,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Pete,Ricketts,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Pete,Ricketts,Committee on the Budget,
James,Risch,Committee on Energy and Natural Resources,Subcommittee on Energy
James,Risch,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
James,Risch,Committee on Energy and Natural Resources,Subcommittee on Water and Power
James,Risch,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
James,Risch,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
James,Risch,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
James,Risch,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
James,Risch,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
James,Risch,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
James,Risch,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
James,Risch,Committee on Small Business and Entrepreneurship,
James,Risch,Select Committee on Ethics,
James,Risch,Select Committee on Intelligence,
James,Risch,United States Senate Caucus on International Narcotics Control,
Jacky,Rosen,Committee on Armed Services,Subcommittee on Cybersecurity
Jacky,Rosen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Jacky,Rosen,Committee on Armed Services,Subcommittee on Strategic Forces
Jacky,Rosen,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Jacky,Rosen,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Jacky,Rosen,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Jacky,Rosen,Committee on Small Business and Entrepreneurship,
Mike,Rounds,Commission on Security and Cooperation in Europe,
Mike,Rounds,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Mike,Rounds,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Mike,Rounds,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Mike,Rounds,Committee on Appropriations,Subcommittee on Energy and Water Development
Mike,Rounds,Committee on Appropriations,Subcommittee on Legislative Branch
Mike,Rounds,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Mike,Rounds,Committee on Armed Services,Subcommittee on Cybersecurity
Mike,Rounds,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Mike,Rounds,Committee on Armed Services,Subcommittee on Strategic Forces
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Mike,Rounds,Committee on Indian Affairs,
Mike,Rounds,Select Committee on Intelligence,
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Bernard,Sanders,Committee on Finance,Subcommittee on Health Care
Bernard,Sanders,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy"
Bernard,Sanders,Committee on Finance,Subcommittee on Taxation and IRS Oversight
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Bernard,Sanders,Committee on the Budget,
Bernard,Sanders,Committee on Veterans' Affairs,
Brian,Schatz,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Brian,Schatz,Committee on Appropriations,Subcommittee on Department of Defense
Brian,Schatz,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Brian,Schatz,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Brian,Schatz,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Brian,Schatz,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Brian,Schatz,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Brian,Schatz,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Brian,Schatz,Committee on Indian Affairs,
Brian,Schatz,Select Committee on Ethics,
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Adam,Schiff,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Adam,Schiff,Committee on Small Business and Entrepreneurship,
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Adam,Schiff,Committee on the Judiciary,Subcommittee on Intellectual Property
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Adam,Schiff,Committee on the Judiciary,Subcommittee on the Constitution
Eric,Schmitt,Committee on Armed Services,Subcommittee on Airland
Eric,Schmitt,Committee on Armed Services,Subcommittee on Cybersecurity
Eric,Schmitt,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Eric,Schmitt,Committee on Armed Services,Subcommittee on Readiness and Management Support
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Eric,Schmitt,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Eric,Schmitt,Committee on the Judiciary,Subcommittee on Intellectual Property
Eric,Schmitt,Committee on the Judiciary,Subcommittee on the Constitution
Eric,Schmitt,Joint Economic Committee,
Charles,Schumer,Committee on Rules and Administration,
Charles,Schumer,Joint Congressional Committee on Inaugural Ceremonies - 2024,
Charles,Schumer,Select Committee on Intelligence,
Rick,Scott,Committee on Armed Services,Subcommittee on Personnel
Rick,Scott,Committee on Armed Services,Subcommittee on Readiness and Management Support
Rick,Scott,Committee on Armed Services,Subcommittee on Seapower
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Tim,Scott,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
Tim,Scott,Committee on Finance,Subcommittee on Health Care
Tim,Scott,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness"
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Rick,Scott,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Rick,Scott,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Rick,Scott,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Tim,Scott,Committee on Small Business and Entrepreneurship,
Rick,Scott,Committee on the Budget,
Rick,Scott,Special Committee on Aging,
Jeanne,Shaheen,Commission on Security and Cooperation in Europe,
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Defense
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Homeland Security
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Readiness and Management Support
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Seapower
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Jeanne,Shaheen,Committee on Small Business and Entrepreneurship,
Jeanne,Shaheen,Select Committee on Ethics,
Tim,Sheehy,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Tim,Sheehy,Committee on Armed Services,Subcommittee on Readiness and Management Support
Tim,Sheehy,Committee on Armed Services,Subcommittee on Seapower
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Tim,Sheehy,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Tim,Sheehy,Committee on Veterans' Affairs,
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
