first_name,last_name,committee,subcommittee,cid,fec_id,bioguide_id,,,,,,fec_id_prev
John,Curtis,Committee on Small Business and Entrepreneurship,,N00041221,S4UT00282,C001114,,,,,,H8UT03238
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on National Parks,,,D000618,,,,,,
Steve,Daines,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,D000618,,,,,,
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,D000618,,,,,,
Steve,Daines,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,D000618,,,,,,
Steve,Daines,Committee on Finance,Subcommittee on Health Care,,,D000618,,,,,,
Steve,Daines,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",,,D000618,,,,,,
Steve,Daines,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,D000618,,,,,,
Steve,Daines,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,,,D000618,,,,,,
Steve,Daines,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,D000618,,,,,,
Steve,Daines,Committee on Indian Affairs,,,,D000618,,,,,,
Sharice,Davids,Agriculture,,N00042626,H8KS03155,D000629,,,,,,H8KS03155
Sharice,Davids,Transportation and Infrastructure,,N00042626,H8KS03155,D000629,,,,,,H8KS03155
Warren,Davidson,Financial Services,,N00038767,H6OH08315,D000626,,,,,,H6OH08315
Warren,Davidson,Foreign Affairs,,N00038767,H6OH08315,D000626,,,,,,H6OH08315
Danny,Davis,Ways and Means,,N00004884,H4IL07037,D000096,,,,,,H4IL07037
Donald,Davis,Agriculture,,,,D000230,,,,,,
Donald,Davis,Armed Services,,,,D000230,,,,,,
Monica,De La Cruz,Agriculture,,N00045793,H0TX15124,D000594,,,,,,H0TX15124
Monica,De La Cruz,Financial Services,,N00045793,H0TX15124,D000594,,,,,,H0TX15124
Madeleine,Dean,Appropriations,,N00042894,H8PA04116,D000631,,,,,,H8PA04116
Madeleine,Dean,Foreign Affairs,,N00042894,H8PA04116,D000631,,,,,,H8PA04116
Diana,DeGette,Energy and Commerce,,N00006134,H6CO01141,D000197,,,,,,H6CO01141
Rosa,DeLauro,Appropriations,,N00000615,H0CT03072,D000216,,,,,,H0CT03072
Suzan,DelBene,Ways and Means,,N00030693,H0WA08046,D000617,,,,,,H0WA08046
Christopher,Deluzio,Armed Services,,N00049160,H2PA17103,D000530,,,,,,H2PA17103
Christopher,Deluzio,Transportation and Infrastructure,,N00049160,H2PA17103,D000530,,,,,,H2PA17103
Mark,DeSaulnier,Education and Workforce,,N00030709,H0CA10073,D000623,,,,,,H0CA10073
Mark,DeSaulnier,Ethics,,N00030709,H0CA10073,D000623,,,,,,H0CA10073
Mark,DeSaulnier,Transportation and Infrastructure,,N00030709,H0CA10073,D000623,,,,,,H0CA10073
Scott,DesJarlais,Agriculture,,N00030957,H0TN04195,D000616,,,,,,H0TN04195
Scott,DesJarlais,Armed Services,,N00030957,H0TN04195,D000616,,,,,,H0TN04195
Maxine,Dexter,Natural Resources,,,H4OR03192,D000635,,,,,,
Maxine,Dexter,Veterans' Affairs,,,H4OR03192,D000635,,,,,,
Mario,Diaz-Balart,Appropriations,,N00025337,H2FL25018,D000600,,,,,,H2FL25018
Debbie,Dingell,Energy and Commerce,,N00036149,H4MI12079,D000624,,,,,,H4MI12079
Debbie,Dingell,Natural Resources,,N00036149,H4MI12079,D000624,,,,,,H4MI12079
Lloyd,Doggett,Budget,,N00006023,H4TX10028,D000399,,,,,,H4TX10028
Lloyd,Doggett,Joint Committee on Taxation,,N00006023,H4TX10028,D000399,,,,,,H4TX10028
Lloyd,Doggett,Ways and Means,,N00006023,H4TX10028,D000399,,,,,,H4TX10028
Byron,Donalds,Financial Services,,N00034016,H2FL14186,D000032,,,,,,H2FL14186
Byron,Donalds,Oversight and Government Reform,,N00034016,H2FL14186,D000032,,,,,,H2FL14186
Troy,Downing,Financial Services,,,H4MT02098,D000634,,,,,,
Troy,Downing,Small Business,,,H4MT02098,D000634,,,,,,
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Airland,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Personnel,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Readiness and Management Support,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",N00027860,S6IL00292,D000622,,,,,,S6IL00292
Tammy,Duckworth,Committee on Veterans' Affairs,,N00027860,S6IL00292,D000622,,,,,,S6IL00292
Neal,Dunn,Energy and Commerce,,N00037442,H6FL02208,D000628,,,,,,H6FL02208
Neal,Dunn,Select Comm on the Strategic Competition US and China,,N00037442,H6FL02208,D000628,,,,,,H6FL02208
Richard,Durbin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",,,D000563,,,,,,
Richard,Durbin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,Subcommittee on Department of Defense,,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,Subcommittee on Energy and Water Development,,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,Subcommittee on Financial Services and General Government,,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,D000563,,,,,,
Richard,Durbin,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,,D000563,,,,,,
Richard,Durbin,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,D000563,,,,,,
Chuck,Edwards,Appropriations,,N00049670,H2NC14050,E000246,,,,,,H2NC14050
Chuck,Edwards,Budget,,N00049670,H2NC14050,E000246,,,,,,H2NC14050
Sarah,Elfreth,Armed Services,,,H4MD03156,E000301,,,,,,
Sarah,Elfreth,Natural Resources,,,H4MD03156,E000301,,,,,,
Jake,Ellzey,Appropriations,,N00042243,H8TX06266,E000071,,,,,,H8TX06266
Jake,Ellzey,Small Business,,N00042243,H8TX06266,E000071,,,,,,H8TX06266
Tom,Emmer,Financial Services,,N00035440,H4MN06087,E000294,,,,,,H4MN06087
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,E000295,,,,,,
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,,E000295,,,,,,
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,E000295,,,,,,
Joni,Ernst,Committee on Armed Services,Subcommittee on Cybersecurity,,,E000295,,,,,,
Joni,Ernst,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,E000295,,,,,,
Joni,Ernst,Committee on Armed Services,Subcommittee on Personnel,,,E000295,,,,,,
Joni,Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",,,E000295,,,,,,
Joni,Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,,E000295,,,,,,
Joni,Ernst,Committee on Small Business and Entrepreneurship,,,,E000295,,,,,,
Veronica,Escobar,Appropriations,,N00041702,H8TX16109,E000299,,,,,,H8TX16109
Veronica,Escobar,Budget,,N00041702,H8TX16109,E000299,,,,,,H8TX16109
Adriano,Espaillat,Appropriations,,N00034549,H2NY13096,E000297,,,,,,H2NY13096
Ron,Estes,Budget,,N00040712,H8KS04112,E000298,,,,,,H8KS04112
Ron,Estes,Ways and Means,,N00040712,H8KS04112,E000298,,,,,,H8KS04112
Dwight,Evans,Ways and Means,,N00038450,H6PA02171,E000296,,,,,,H6PA02171
Gabe,Evans,Energy and Commerce,,,,E000300,,,,,,
Gabe,Evans,Homeland Security,,,,E000300,,,,,,
Mike,Ezell,Natural Resources,,N00048240,H2MS04258,E000235,,,,,,H2MS04258
Mike,Ezell,Transportation and Infrastructure,,N00048240,H2MS04258,E000235,,,,,,H2MS04258
Pat,Fallon,Armed Services,,,,F000246,,,,,,
Pat,Fallon,Intelligence,,,,F000246,,,,,,
Pat,Fallon,Oversight and Government Reform,,,,F000246,,,,,,
Julie,Fedorchak,Energy and Commerce,,,H4ND00061,F000482,,,,,,
Randy,Feenstra,Agriculture,,N00044011,H0IA04145,F000446,,,,,,H0IA04145
Randy,Feenstra,Ways and Means,,N00044011,H0IA04145,F000446,,,,,,H0IA04145
John,Fetterman,Commission on Security and Cooperation in Europe,,N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00038201,S6PA00274,F000479,,,,,,S6PA00274
John,Fetterman,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00038201,S6PA00274,F000479,,,,,,S6PA00274
Cleo,Fields,Financial Services,,,H4LA06211,F000110,,,,,,
Shomari,Figures,Agriculture,,,H4AL02170,F000481,,,,,,
Shomari,Figures,Transportation and Infrastructure,,,H4AL02170,F000481,,,,,,
Randy,Fine,Education and Workforce,,,,F000484,,,,,,
Randy,Fine,Foreign Affairs,,,,F000484,,,,,,
Brad,Finstad,Agriculture,,N00050649,H2MN01223,F000475,,,,,,H2MN01223
Brad,Finstad,Armed Services,,N00050649,H2MN01223,F000475,,,,,,H2MN01223
Brad,Finstad,Small Business,,N00050649,H2MN01223,F000475,,,,,,H2MN01223
Michelle,Fischbach,Rules,,N00045251,H0MN07091,F000470,,,,,,H0MN07091
Michelle,Fischbach,Ways and Means,,N00045251,H0MN07091,F000470,,,,,,H0MN07091
Deb,Fischer,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,S2NE00094,F000463,,,,,,
Deb,Fischer,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,Subcommittee on Financial Services and General Government,,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,Subcommittee on Legislative Branch,,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Armed Services,Subcommittee on Airland,,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Armed Services,Subcommittee on Readiness and Management Support,,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Armed Services,Subcommittee on Strategic Forces,,S2NE00094,F000463,,,,,,
Deb,Fischer,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,S2NE00094,F000463,,,,,,
Deb,Fischer,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,S2NE00094,F000463,,,,,,
Deb,Fischer,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,S2NE00094,F000463,,,,,,
Deb,Fischer,Committee on Rules and Administration,,,S2NE00094,F000463,,,,,,
Deb,Fischer,Joint Committee of Congress on the Library,,,S2NE00094,F000463,,,,,,
Deb,Fischer,Joint Committee on Printing,,,S2NE00094,F000463,,,,,,
Deb,Fischer,Joint Congressional Committee on Inaugural Ceremonies - 2024,,,S2NE00094,F000463,,,,,,
Deb,Fischer,Select Committee on Ethics,,,S2NE00094,F000463,,,,,,
Scott,Fitzgerald,Financial Services,,N00045434,H0WI05113,F000471,,,,,,H0WI05113
Scott,Fitzgerald,Judiciary,,N00045434,H0WI05113,F000471,,,,,,H0WI05113
Brian,Fitzpatrick,Intelligence,,N00038779,H6PA08277,F000466,,,,,,H6PA08277
Brian,Fitzpatrick,Ways and Means,,N00038779,H6PA08277,F000466,,,,,,H6PA08277
Charles,Fleischmann,Appropriations,,N00030815,H0TN03254,F000459,,,,,,H0TN03254
Charles,Fleischmann,"Science, Space, and Technology",,N00030815,H0TN03254,F000459,,,,,,H0TN03254
Lizzie,Fletcher,Energy and Commerce,,N00041194,H8TX07140,F000468,,,,,,H8TX07140
Mike,Flood,Financial Services,,N00050145,H2NE01118,F000474,,,,,,H2NE01118
Vince,Fong,"Science, Space, and Technology",,,H4CA20181,F000480,,,,,,
Vince,Fong,Transportation and Infrastructure,,,H4CA20181,F000480,,,,,,
Bill,Foster,Financial Services,,N00029139,H8IL14067,F000454,,,,,,H8IL14067
Bill,Foster,"Science, Space, and Technology",,N00029139,H8IL14067,F000454,,,,,,H8IL14067
Valerie,Foushee,"Science, Space, and Technology",,N00049652,H2NC06114,F000477,,,,,,H2NC06114
Valerie,Foushee,Transportation and Infrastructure,,N00049652,H2NC06114,F000477,,,,,,H2NC06114
Virginia,Foxx,Education and Workforce,,N00026166,H4NC05146,F000450,,,,,,H4NC05146
Virginia,Foxx,Oversight and Government Reform,,N00026166,H4NC05146,F000450,,,,,,H4NC05146
Virginia,Foxx,Rules,,N00026166,H4NC05146,F000450,,,,,,H4NC05146
Lois,Frankel,Appropriations,,N00002893,H2FL14053,F000462,,,,,,H2FL14053
Scott,Franklin,Appropriations,,N00046760,H0FL15104,F000472,,,,,,H0FL15104
Scott,Franklin,"Science, Space, and Technology",,N00046760,H0FL15104,F000472,,,,,,H0FL15104
Laura,Friedman,"Science, Space, and Technology",,,H4CA30149,F000483,,,,,,
Laura,Friedman,Transportation and Infrastructure,,,H4CA30149,F000483,,,,,,
Maxwell,Frost,Oversight and Government Reform,,N00049075,H2FL10259,F000476,,,,,,H2FL10259
Maxwell,Frost,"Science, Space, and Technology",,N00049075,H2FL10259,F000476,,,,,,H2FL10259
Maxwell,Frost,Transportation and Infrastructure,,N00049075,H2FL10259,F000476,,,,,,H2FL10259
Russell,Fry,Energy and Commerce,,N00049165,H2SC07280,F000478,,,,,,H2SC07280
Russell,Fry,Judiciary,,N00049165,H2SC07280,F000478,,,,,,H2SC07280
Russ,Fulcher,Energy and Commerce,,N00041335,H8ID01124,F000469,,,,,,H8ID01124
Russ,Fulcher,Natural Resources,,N00041335,H8ID01124,F000469,,,,,,H8ID01124
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on Energy,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on National Parks,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on Water and Power,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
Ruben,Gallego,Committee on Veterans' Affairs,,N00036097,S4AZ00139,G000574,,,,,,H4AZ07043
John,Garamendi,Armed Services,,N00030856,H0CA10149,G000559,,,,,,H0CA10149
John,Garamendi,Transportation and Infrastructure,,N00030856,H0CA10149,G000559,,,,,,H0CA10149
Andrew,Garbarino,Ethics,,N00046030,H0NY02234,G000597,,,,,,H0NY02234
Andrew,Garbarino,Financial Services,,N00046030,H0NY02234,G000597,,,,,,H0NY02234
Andrew,Garbarino,Homeland Security,,N00046030,H0NY02234,G000597,,,,,,H0NY02234
Robert,Garcia,Oversight and Government Reform,,N00049470,H2CA47188,G000598,,,,,,H2CA47188
Robert,Garcia,Transportation and Infrastructure,,N00049470,H2CA47188,G000598,,,,,,H2CA47188
Sylvia,Garcia,Ethics,,N00042282,H8TX29052,G000587,,,,,,H8TX29052
Sylvia,Garcia,Financial Services,,N00042282,H8TX29052,G000587,,,,,,H8TX29052
Brandon,Gill,Budget,,,H4TX26149,G000603,,,,,,
Brandon,Gill,Judiciary,,,H4TX26149,G000603,,,,,,
Brandon,Gill,Oversight and Government Reform,,,H4TX26149,G000603,,,,,,
Laura,Gillen,"Science, Space, and Technology",,N00050425,H4NY04158,G000602,,,,,,H2NY04244
Laura,Gillen,Transportation and Infrastructure,,N00050425,H4NY04158,G000602,,,,,,H2NY04244
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Cybersecurity,,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Strategic Forces,,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Select Committee on Intelligence,,,S0NY00410,G000555,,,,,,
Kirsten,Gillibrand,Special Committee on Aging,,,S0NY00410,G000555,,,,,,
Carlos,Gimenez,Armed Services,,N00046394,H0FL26036,G000593,,,,,,H0FL26036
Carlos,Gimenez,Homeland Security,,N00046394,H0FL26036,G000593,,,,,,H0FL26036
Carlos,Gimenez,Select Comm on the Strategic Competition US and China,,N00046394,H0FL26036,G000593,,,,,,H0FL26036
Jared,Golden,Armed Services,,N00041668,H8ME02185,G000592,,,,,,H8ME02185
Jared,Golden,Natural Resources,,N00041668,H8ME02185,G000592,,,,,,H8ME02185
Craig,Goldman,Energy and Commerce,,,H4TX12065,G000601,,,,,,
Daniel,Goldman,Homeland Security,,N00051424,H2NY10308,G000599,,,,,,
Daniel,Goldman,Judiciary,,N00051424,H2NY10308,G000599,,,,,,
Jimmy,Gomez,Intelligence,,N00040597,H8CA34266,G000585,,,,,,H8CA34266
Jimmy,Gomez,Ways and Means,,N00040597,H8CA34266,G000585,,,,,,H8CA34266
Tony,Gonzales,Appropriations,,N00044592,H0TX35015,G000594,,,,,,H0TX35015
Tony,Gonzales,Homeland Security,,N00044592,H0TX35015,G000594,,,,,,H0TX35015
Vicente,Gonzalez,Financial Services,,N00038809,H6TX15162,G000581,,,,,,H6TX15162
Lance,Gooden,Armed Services,,N00042237,H8TX05144,G000589,,,,,,H8TX05144
Lance,Gooden,Judiciary,,N00042237,H8TX05144,G000589,,,,,,H8TX05144
Maggie,Goodlander,Armed Services,,,H4NH02399,G000604,,,,,,
Maggie,Goodlander,Small Business,,,H4NH02399,G000604,,,,,,
Paul,Gosar,Natural Resources,,N00030771,H0AZ01259,G000565,,,,,,H0AZ01259
Paul,Gosar,Oversight and Government Reform,,N00030771,H0AZ01259,G000565,,,,,,H0AZ01259
Josh,Gottheimer,Financial Services,,N00036944,H6NJ05171,G000583,,,,,,H6NJ05171
Josh,Gottheimer,Intelligence,,N00036944,H6NJ05171,G000583,,,,,,H6NJ05171
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,G000359,,,,,,
Lindsey,Graham,Committee on Appropriations,Subcommittee on Department of Defense,,,G000359,,,,,,
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,G000359,,,,,,
Lindsey,Graham,Committee on Appropriations,Subcommittee on Energy and Water Development,,,G000359,,,,,,
Lindsey,Graham,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,G000359,,,,,,
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,,G000359,,,,,,
Lindsey,Graham,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,G000359,,,,,,
Lindsey,Graham,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,G000359,,,,,,
Lindsey,Graham,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,G000359,,,,,,
Lindsey,Graham,Committee on the Budget,,,,G000359,,,,,,
Lindsey,Graham,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,G000359,,,,,,
Lindsey,Graham,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,G000359,,,,,,
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",,,G000359,,,,,,
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,G000359,,,,,,
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Committee on Finance,Subcommittee on Taxation and IRS Oversight,N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Committee on the Budget,,N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Committee on the Judiciary,,N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,Joint Committee on Taxation,,N00001758,S0IA00028,G000386,,,,,,S0IA00028
Chuck,Grassley,United States Senate Caucus on International Narcotics Control,,N00001758,S0IA00028,G000386,,,,,,S0IA00028
Sam,Graves,Armed Services,,N00013323,H0MO06073,G000546,,,,,,H0MO06073
Sam,Graves,Transportation and Infrastructure,,N00013323,H0MO06073,G000546,,,,,,H0MO06073
Adam,Gray,Agriculture,,N00050061,H2CA13115,G000605,,,,,,H2CA13115
Adam,Gray,Natural Resources,,N00050061,H2CA13115,G000605,,,,,,H2CA13115
Al,Green,Financial Services,,N00026686,H4TX09095,G000553,,,,,,H4TX09095
Al,Green,Homeland Security,,N00026686,H4TX09095,G000553,,,,,,H4TX09095
Mark,Green,,,N00041873,H8TN07076,G000590,,,,,,H8TN07076
Marjorie,Greene,Homeland Security,,N00044701,H0GA06192,G000596,,,,,,H0GA06192
Marjorie,Greene,Oversight and Government Reform,,N00044701,H0GA06192,G000596,,,,,,H0GA06192
H.,Griffith,Energy and Commerce,,N00032029,H0VA09055,G000568,,,,,,
H.,Griffith,House Administration,,N00032029,H0VA09055,G000568,,,,,,
H.,Griffith,Rules,,N00032029,H0VA09055,G000568,,,,,,
H.,Griffith,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00032029,H0VA09055,G000568,,,,,,
Raúl,Grijalva,,,N00025284,H2AZ07070,G000551,,,,,,H2AZ07070
Glenn,Grothman,Budget,,N00036409,H4WI06048,G000576,,,,,,H4WI06048
Glenn,Grothman,Education and Workforce,,N00036409,H4WI06048,G000576,,,,,,H4WI06048
Glenn,Grothman,Judiciary,,N00036409,H4WI06048,G000576,,,,,,H4WI06048
Glenn,Grothman,Oversight and Government Reform,,N00036409,H4WI06048,G000576,,,,,,H4WI06048
Michael,Guest,Appropriations,,N00042458,H8MS03125,G000591,,,,,,H8MS03125
Michael,Guest,Ethics,,N00042458,H8MS03125,G000591,,,,,,H8MS03125
Michael,Guest,Homeland Security,,N00042458,H8MS03125,G000591,,,,,,H8MS03125
Brett,Guthrie,Energy and Commerce,,N00029675,H8KY02031,G000558,,,,,,H8KY02031
Harriet,Hageman,Judiciary,,N00049197,H2WY00166,H001096,,,,,,H2WY00166
Harriet,Hageman,Natural Resources,,N00049197,H2WY00166,H001096,,,,,,H2WY00166
Harriet,Hageman,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00049197,H2WY00166,H001096,,,,,,H2WY00166
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,H000601,,,,,,
Bill,Hagerty,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,H000601,,,,,,
Bill,Hagerty,Committee on Appropriations,Subcommittee on Energy and Water Development,,,H000601,,,,,,
Bill,Hagerty,Committee on Appropriations,Subcommittee on Financial Services and General Government,,,H000601,,,,,,
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,H000601,,,,,,
Bill,Hagerty,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,H000601,,,,,,
